Date,Product Category,Region,Sales Amount (IDR)
2018-11-02 17:29:29.411019,Prepaid Pulsa,Jabodetabek,624696.0
2021-09-17 17:29:29.410987,Prepaid Pulsa,Central Java,365858.0
2023-05-10 17:29:29.410969,Postpaid Biller,East Java,610387.0
2022-03-16 17:29:29.410982,Offline Payments/QRIS,Jabodetabek,958602.0
2022-10-12 17:29:29.410976,Prepaid Pulsa,East Java,568063.0
2019-11-27 17:29:29.411007,Postpaid Biller,West Java,851257.0
2021-11-16 17:29:29.410986,Prepaid Pulsa,East Java,210100.0
2018-11-02 17:29:29.411019,Send Money,East Java,826270.0
2022-08-13 17:29:29.410978,Postpaid Biller,Central Java,956011.0
2020-04-25 17:29:29.411003,Offline Payments/QRIS,Central Java,111212.0
2019-01-31 17:29:29.411016,Send Money,Central Java,815422.0
2021-06-19 17:29:29.410990,Offline Payments/QRIS,West Java,536156.0
2021-05-20 17:29:29.410991,Offline Payments/QRIS,Jabodetabek,262657.0
2022-09-12 17:29:29.410977,Postpaid Biller,East Java,902429.0
2019-05-01 17:29:29.411013,Postpaid Biller,East Java,63727.0
2022-06-14 17:29:29.410980,Send Money,Central Java,975312.0
2021-05-20 17:29:29.410991,Offline Payments/QRIS,Jabodetabek,187366.0
2020-05-25 17:29:29.411002,Send Money,East Java,966056.0
2023-07-09 17:29:29.410967,Postpaid Biller,West Java,295919.0
2020-02-25 17:29:29.411004,Prepaid Pulsa,Central Java,657923.0
2022-03-16 17:29:29.410982,Send Money,Jabodetabek,959462.0
2023-09-07 17:29:29.410956,Postpaid Biller,Central Java,975969.0
2023-01-10 17:29:29.410973,Send Money,West Java,563980.0
2022-01-15 17:29:29.410984,Offline Payments/QRIS,Jabodetabek,851220.0
2020-04-25 17:29:29.411003,Send Money,Central Java,686257.0
2019-03-02 17:29:29.411015,Offline Payments/QRIS,East Java,20748.0
2019-07-30 17:29:29.411010,Prepaid Pulsa,East Java,80834.0
2022-02-14 17:29:29.410983,Prepaid Pulsa,East Java,737772.0
2023-03-11 17:29:29.410971,Offline Payments/QRIS,West Java,29014.0
2023-04-10 17:29:29.410970,Offline Payments/QRIS,East Java,9082.0
2023-01-10 17:29:29.410973,Offline Payments/QRIS,Jabodetabek,592213.0
2022-07-14 17:29:29.410979,Postpaid Biller,Central Java,200654.0
2023-01-10 17:29:29.410973,Offline Payments/QRIS,Central Java,775900.0
2022-09-12 17:29:29.410977,Prepaid Pulsa,Central Java,257467.0
2018-11-02 17:29:29.411019,Offline Payments/QRIS,Central Java,79128.0
2020-10-22 17:29:29.410997,Postpaid Biller,East Java,66415.0
2022-01-15 17:29:29.410984,Offline Payments/QRIS,East Java,98725.0
2021-09-17 17:29:29.410987,Offline Payments/QRIS,West Java,767955.0
2019-05-31 17:29:29.411012,Postpaid Biller,Jabodetabek,17772.0
2019-01-01 17:29:29.411017,Send Money,West Java,797696.0
2020-08-23 17:29:29.410999,Prepaid Pulsa,Jabodetabek,81483.0
2022-01-15 17:29:29.410984,Postpaid Biller,Jabodetabek,217080.0
2023-04-10 17:29:29.410970,Postpaid Biller,Central Java,230988.0
2021-03-21 17:29:29.410993,Send Money,East Java,36610.0
2020-08-23 17:29:29.410999,Offline Payments/QRIS,East Java,242338.0
2019-06-30 17:29:29.411011,Postpaid Biller,Jabodetabek,221605.0
2021-10-17 17:29:29.410986,Postpaid Biller,Jabodetabek,901087.0
2022-10-12 17:29:29.410976,Send Money,Jabodetabek,309594.0
2023-07-09 17:29:29.410967,Prepaid Pulsa,East Java,230573.0
2018-11-02 17:29:29.411019,Offline Payments/QRIS,West Java,809926.0
2019-08-29 17:29:29.411010,Send Money,West Java,831744.0
2019-07-30 17:29:29.411010,Postpaid Biller,West Java,623321.0
2019-01-01 17:29:29.411017,Prepaid Pulsa,Central Java,483775.0
2020-07-24 17:29:29.411000,Offline Payments/QRIS,East Java,72711.0
2020-11-21 17:29:29.410997,Send Money,Jabodetabek,43892.0
2023-05-10 17:29:29.410969,Postpaid Biller,Central Java,876209.0
2020-02-25 17:29:29.411004,Postpaid Biller,West Java,190187.0
2023-05-10 17:29:29.410969,Postpaid Biller,Jabodetabek,340318.0
2023-08-08 17:29:29.410965,Postpaid Biller,West Java,663956.0
2019-11-27 17:29:29.411007,Offline Payments/QRIS,East Java,211656.0
2023-04-10 17:29:29.410970,Offline Payments/QRIS,West Java,205129.0
2022-09-12 17:29:29.410977,Send Money,East Java,898122.0
2020-10-22 17:29:29.410997,Offline Payments/QRIS,Jabodetabek,509176.0
2021-02-19 17:29:29.410994,Send Money,Jabodetabek,227948.0
2021-11-16 17:29:29.410986,Send Money,Central Java,742433.0
2019-05-31 17:29:29.411012,Offline Payments/QRIS,West Java,178625.0
2023-01-10 17:29:29.410973,Offline Payments/QRIS,Jabodetabek,118055.0
2021-11-16 17:29:29.410986,Prepaid Pulsa,Central Java,98784.0
2022-01-15 17:29:29.410984,Offline Payments/QRIS,East Java,397893.0
2021-09-17 17:29:29.410987,Offline Payments/QRIS,West Java,548726.0
2020-12-21 17:29:29.410996,Postpaid Biller,Central Java,561426.0
2023-01-10 17:29:29.410973,Send Money,East Java,989794.0
2022-03-16 17:29:29.410982,Send Money,Central Java,511990.0
2021-07-19 17:29:29.410989,Send Money,Central Java,127345.0
2020-08-23 17:29:29.410999,Offline Payments/QRIS,West Java,590815.0
2023-04-10 17:29:29.410970,Prepaid Pulsa,Jabodetabek,704287.0
2019-09-28 17:29:29.411009,Prepaid Pulsa,Central Java,132207.0
2019-07-30 17:29:29.411010,Prepaid Pulsa,Jabodetabek,55510.0
2023-05-10 17:29:29.410969,Postpaid Biller,Central Java,672846.0
2023-04-10 17:29:29.410970,Postpaid Biller,East Java,960636.0
2023-05-10 17:29:29.410969,Prepaid Pulsa,Central Java,219941.0
2020-08-23 17:29:29.410999,Offline Payments/QRIS,Jabodetabek,715314.0
2019-05-01 17:29:29.411013,Send Money,Jabodetabek,745450.0
2023-05-10 17:29:29.410969,Offline Payments/QRIS,Central Java,786849.0
2021-06-19 17:29:29.410990,Prepaid Pulsa,East Java,30881.0
2019-04-01 17:29:29.411014,Prepaid Pulsa,West Java,98343.0
2021-10-17 17:29:29.410986,Postpaid Biller,Jabodetabek,676592.0
2022-08-13 17:29:29.410978,Send Money,Central Java,930604.0
2022-12-11 17:29:29.410974,Send Money,East Java,496447.0
2020-10-22 17:29:29.410997,Postpaid Biller,West Java,326453.0
2019-09-28 17:29:29.411009,Send Money,East Java,569624.0
2020-05-25 17:29:29.411002,Offline Payments/QRIS,Central Java,128475.0
2023-05-10 17:29:29.410969,Postpaid Biller,Central Java,354219.0
2023-08-08 17:29:29.410965,Prepaid Pulsa,East Java,389071.0
2021-03-21 17:29:29.410993,Offline Payments/QRIS,Jabodetabek,713399.0
2022-05-15 17:29:29.410980,Prepaid Pulsa,East Java,191523.0
2022-01-15 17:29:29.410984,Send Money,Jabodetabek,862947.0
2021-02-19 17:29:29.410994,Prepaid Pulsa,West Java,826495.0
2020-12-21 17:29:29.410996,Send Money,Central Java,354743.0
2021-05-20 17:29:29.410991,Send Money,Central Java,918141.0
2019-10-28 17:29:29.411008,Prepaid Pulsa,East Java,139674.0
2022-02-14 17:29:29.410983,Offline Payments/QRIS,Central Java,92656.0
2021-01-20 17:29:29.410995,Offline Payments/QRIS,Jabodetabek,993322.0
2019-06-30 17:29:29.411011,Prepaid Pulsa,Central Java,512637.0
2023-01-10 17:29:29.410973,Postpaid Biller,West Java,795867.0
2019-03-02 17:29:29.411015,Offline Payments/QRIS,East Java,490695.0
2021-12-16 17:29:29.410985,Offline Payments/QRIS,Central Java,104015.0
2021-06-19 17:29:29.410990,Postpaid Biller,West Java,280063.0
2019-11-27 17:29:29.411007,Send Money,Central Java,103775.0
2020-10-22 17:29:29.410997,Send Money,Central Java,632343.0
2020-04-25 17:29:29.411003,Prepaid Pulsa,West Java,427828.0
2021-02-19 17:29:29.410994,Postpaid Biller,West Java,179951.0
2020-08-23 17:29:29.410999,Send Money,West Java,140356.0
2023-07-09 17:29:29.410967,Prepaid Pulsa,West Java,396573.0
2019-06-30 17:29:29.411011,Send Money,West Java,716329.0
2019-03-02 17:29:29.411015,Prepaid Pulsa,Central Java,137873.0
2023-08-08 17:29:29.410965,Prepaid Pulsa,Central Java,855984.0
2021-07-19 17:29:29.410989,Send Money,West Java,875127.0
2018-11-02 17:29:29.411019,Send Money,Central Java,482302.0
2021-10-17 17:29:29.410986,Send Money,Jabodetabek,793557.0
2021-10-17 17:29:29.410986,Offline Payments/QRIS,Jabodetabek,913510.0
2019-06-30 17:29:29.411011,Prepaid Pulsa,East Java,776345.0
2019-05-01 17:29:29.411013,Send Money,West Java,17654.0
2021-02-19 17:29:29.410994,Send Money,West Java,768809.0
2021-05-20 17:29:29.410991,Postpaid Biller,Jabodetabek,20871.0
2022-11-11 17:29:29.410975,Prepaid Pulsa,Central Java,271842.0
2021-12-16 17:29:29.410985,Postpaid Biller,East Java,994881.0
2020-06-24 17:29:29.411001,Offline Payments/QRIS,West Java,25482.0
2021-09-17 17:29:29.410987,Prepaid Pulsa,West Java,551125.0
2023-07-09 17:29:29.410967,Offline Payments/QRIS,Jabodetabek,281126.0
2019-07-30 17:29:29.411010,Send Money,Central Java,661556.0
2022-03-16 17:29:29.410982,Send Money,East Java,453976.0
2018-12-02 17:29:29.411018,Postpaid Biller,West Java,185268.0
2020-09-22 17:29:29.410998,Prepaid Pulsa,West Java,897561.0
2019-01-01 17:29:29.411017,Offline Payments/QRIS,East Java,715327.0
2019-05-31 17:29:29.411012,Send Money,East Java,674172.0
2019-09-28 17:29:29.411009,Prepaid Pulsa,Jabodetabek,504670.0
2019-05-31 17:29:29.411012,Prepaid Pulsa,Central Java,911080.0
2019-11-27 17:29:29.411007,Postpaid Biller,West Java,551693.0
2021-10-17 17:29:29.410986,Offline Payments/QRIS,Jabodetabek,924167.0
2021-05-20 17:29:29.410991,Postpaid Biller,Jabodetabek,493183.0
2019-05-01 17:29:29.411013,Offline Payments/QRIS,East Java,103300.0
2020-11-21 17:29:29.410997,Postpaid Biller,West Java,367988.0
2023-05-10 17:29:29.410969,Postpaid Biller,Jabodetabek,103247.0
2019-01-31 17:29:29.411016,Offline Payments/QRIS,East Java,701657.0
2019-09-28 17:29:29.411009,Postpaid Biller,Jabodetabek,611098.0
2021-06-19 17:29:29.410990,Prepaid Pulsa,Jabodetabek,838707.0
2022-05-15 17:29:29.410980,Postpaid Biller,Jabodetabek,284427.0
2020-06-24 17:29:29.411001,Postpaid Biller,Jabodetabek,123979.0
2019-01-01 17:29:29.411017,Send Money,Central Java,183825.0
2022-05-15 17:29:29.410980,Postpaid Biller,East Java,272614.0
2019-12-27 17:29:29.411006,Send Money,East Java,412747.0
2019-01-31 17:29:29.411016,Send Money,East Java,391239.0
2020-03-26 17:29:29.411004,Send Money,West Java,550304.0
2022-08-13 17:29:29.410978,Send Money,Central Java,340015.0
2020-12-21 17:29:29.410996,Prepaid Pulsa,East Java,807848.0
2021-07-19 17:29:29.410989,Prepaid Pulsa,Jabodetabek,380244.0
2020-11-21 17:29:29.410997,Prepaid Pulsa,West Java,738336.0
2020-08-23 17:29:29.410999,Postpaid Biller,West Java,529768.0
2018-11-02 17:29:29.411019,Postpaid Biller,Jabodetabek,717604.0
2023-01-10 17:29:29.410973,Postpaid Biller,West Java,972076.0
2020-04-25 17:29:29.411003,Prepaid Pulsa,Jabodetabek,653218.0
2019-01-01 17:29:29.411017,Postpaid Biller,Jabodetabek,971573.0
2023-06-09 17:29:29.410968,Prepaid Pulsa,West Java,776495.0
2019-12-27 17:29:29.411006,Offline Payments/QRIS,West Java,651929.0
2020-12-21 17:29:29.410996,Postpaid Biller,Jabodetabek,540974.0
2020-07-24 17:29:29.411000,Send Money,West Java,279158.0
2023-08-08 17:29:29.410965,Offline Payments/QRIS,Jabodetabek,724880.0
2022-01-15 17:29:29.410984,Prepaid Pulsa,Central Java,490508.0
2023-05-10 17:29:29.410969,Postpaid Biller,Central Java,52558.0
2020-12-21 17:29:29.410996,Offline Payments/QRIS,West Java,755415.0
2020-09-22 17:29:29.410998,Postpaid Biller,West Java,632681.0
2022-03-16 17:29:29.410982,Postpaid Biller,West Java,234477.0
2018-11-02 17:29:29.411019,Send Money,Jabodetabek,186076.0
2022-07-14 17:29:29.410979,Send Money,Central Java,376275.0
2022-03-16 17:29:29.410982,Send Money,East Java,121547.0
2023-03-11 17:29:29.410971,Offline Payments/QRIS,West Java,389046.0
2018-11-02 17:29:29.411019,Offline Payments/QRIS,Jabodetabek,287915.0
2019-08-29 17:29:29.411010,Offline Payments/QRIS,Central Java,992292.0
2020-06-24 17:29:29.411001,Send Money,Central Java,547806.0
2021-11-16 17:29:29.410986,Send Money,Jabodetabek,469614.0
2022-01-15 17:29:29.410984,Prepaid Pulsa,East Java,887683.0
2021-08-18 17:29:29.410989,Postpaid Biller,Central Java,912408.0
2019-08-29 17:29:29.411010,Postpaid Biller,East Java,207740.0
2021-05-20 17:29:29.410991,Offline Payments/QRIS,East Java,132725.0
2022-05-15 17:29:29.410980,Postpaid Biller,West Java,799928.0
2019-03-02 17:29:29.411015,Postpaid Biller,Jabodetabek,194330.0
2019-06-30 17:29:29.411011,Prepaid Pulsa,Jabodetabek,439466.0
2022-11-11 17:29:29.410975,Send Money,Central Java,202357.0
2023-01-10 17:29:29.410973,Prepaid Pulsa,Jabodetabek,877926.0
2020-03-26 17:29:29.411004,Offline Payments/QRIS,East Java,539682.0
2020-05-25 17:29:29.411002,Offline Payments/QRIS,Jabodetabek,913651.0
2023-08-08 17:29:29.410965,Offline Payments/QRIS,West Java,176107.0
2022-06-14 17:29:29.410980,Offline Payments/QRIS,West Java,980669.0
2023-05-10 17:29:29.410969,Offline Payments/QRIS,East Java,986395.0
2019-05-01 17:29:29.411013,Prepaid Pulsa,Jabodetabek,953502.0
2018-12-02 17:29:29.411018,Send Money,Central Java,90460.0
2019-03-02 17:29:29.411015,Prepaid Pulsa,East Java,775536.0
2021-04-20 17:29:29.410992,Postpaid Biller,East Java,26906.0
2022-07-14 17:29:29.410979,Send Money,Jabodetabek,658061.0
2023-09-07 17:29:29.410956,Offline Payments/QRIS,East Java,601647.0
2019-07-30 17:29:29.411010,Send Money,West Java,580548.0
2022-04-15 17:29:29.410981,Prepaid Pulsa,Jabodetabek,84357.0
2022-07-14 17:29:29.410979,Postpaid Biller,Central Java,794949.0
2022-12-11 17:29:29.410974,Offline Payments/QRIS,East Java,274957.0
2019-08-29 17:29:29.411010,Prepaid Pulsa,Jabodetabek,808487.0
2019-07-30 17:29:29.411010,Prepaid Pulsa,West Java,228723.0
2019-08-29 17:29:29.411010,Send Money,West Java,867063.0
2018-11-02 17:29:29.411019,Offline Payments/QRIS,East Java,895169.0
2022-06-14 17:29:29.410980,Send Money,East Java,196939.0
2019-03-02 17:29:29.411015,Prepaid Pulsa,East Java,441444.0
2023-01-10 17:29:29.410973,Send Money,East Java,744135.0
2019-10-28 17:29:29.411008,Prepaid Pulsa,East Java,406346.0
2020-10-22 17:29:29.410997,Prepaid Pulsa,East Java,94163.0
2021-02-19 17:29:29.410994,Offline Payments/QRIS,West Java,720717.0
2021-03-21 17:29:29.410993,Offline Payments/QRIS,Central Java,995076.0
2022-09-12 17:29:29.410977,Offline Payments/QRIS,West Java,874024.0
2020-02-25 17:29:29.411004,Prepaid Pulsa,West Java,101289.0
2018-11-02 17:29:29.411019,Postpaid Biller,East Java,125764.0
2022-12-11 17:29:29.410974,Send Money,Central Java,79289.0
2020-09-22 17:29:29.410998,Offline Payments/QRIS,East Java,980005.0
2019-08-29 17:29:29.411010,Postpaid Biller,Central Java,446787.0
2019-01-01 17:29:29.411017,Send Money,West Java,554439.0
2018-12-02 17:29:29.411018,Offline Payments/QRIS,Central Java,690185.0
2020-05-25 17:29:29.411002,Offline Payments/QRIS,West Java,345548.0
2021-03-21 17:29:29.410993,Send Money,Central Java,122760.0
2019-11-27 17:29:29.411007,Postpaid Biller,East Java,200958.0
2021-02-19 17:29:29.410994,Send Money,Central Java,856896.0
2020-02-25 17:29:29.411004,Prepaid Pulsa,East Java,808643.0
2019-01-01 17:29:29.411017,Send Money,Central Java,12023.0
2020-12-21 17:29:29.410996,Send Money,Central Java,693656.0
2019-03-02 17:29:29.411015,Offline Payments/QRIS,Central Java,598066.0
2023-04-10 17:29:29.410970,Offline Payments/QRIS,Central Java,262210.0
2021-11-16 17:29:29.410986,Prepaid Pulsa,Central Java,805048.0
2021-02-19 17:29:29.410994,Send Money,Central Java,814657.0
2020-08-23 17:29:29.410999,Send Money,Central Java,956995.0
2022-02-14 17:29:29.410983,Postpaid Biller,Central Java,919539.0
2023-08-08 17:29:29.410965,Offline Payments/QRIS,Jabodetabek,924796.0
2020-10-22 17:29:29.410997,Prepaid Pulsa,Jabodetabek,491858.0
2021-06-19 17:29:29.410990,Postpaid Biller,East Java,699636.0
2023-05-10 17:29:29.410969,Postpaid Biller,Jabodetabek,797065.0
2019-03-02 17:29:29.411015,Offline Payments/QRIS,West Java,942814.0
2022-06-14 17:29:29.410980,Offline Payments/QRIS,Central Java,582966.0
2021-08-18 17:29:29.410989,Offline Payments/QRIS,Central Java,254130.0
2019-11-27 17:29:29.411007,Postpaid Biller,East Java,993700.0
2022-06-14 17:29:29.410980,Prepaid Pulsa,Central Java,935272.0
2020-11-21 17:29:29.410997,Send Money,Central Java,113742.0
2022-01-15 17:29:29.410984,Postpaid Biller,Central Java,130010.0
2020-11-21 17:29:29.410997,Postpaid Biller,West Java,968515.0
2022-12-11 17:29:29.410974,Prepaid Pulsa,Central Java,659695.0
2018-12-02 17:29:29.411018,Offline Payments/QRIS,Central Java,409312.0
2020-08-23 17:29:29.410999,Offline Payments/QRIS,East Java,932420.0
2022-07-14 17:29:29.410979,Offline Payments/QRIS,Central Java,41967.0
2023-06-09 17:29:29.410968,Offline Payments/QRIS,West Java,502791.0
2018-11-02 17:29:29.411019,Send Money,Central Java,649541.0
2022-01-15 17:29:29.410984,Send Money,Jabodetabek,13077.0
2023-03-11 17:29:29.410971,Prepaid Pulsa,West Java,272918.0
2020-08-23 17:29:29.410999,Send Money,Jabodetabek,617085.0
2022-10-12 17:29:29.410976,Prepaid Pulsa,East Java,15130.0
2019-08-29 17:29:29.411010,Offline Payments/QRIS,Jabodetabek,910300.0
2020-02-25 17:29:29.411004,Send Money,Central Java,879899.0
2020-02-25 17:29:29.411004,Prepaid Pulsa,West Java,866285.0
2021-08-18 17:29:29.410989,Send Money,Jabodetabek,5173.0
2022-11-11 17:29:29.410975,Send Money,Central Java,512205.0
2021-09-17 17:29:29.410987,Send Money,Jabodetabek,855791.0
2021-12-16 17:29:29.410985,Send Money,Central Java,656017.0
2019-01-01 17:29:29.411017,Offline Payments/QRIS,West Java,99561.0
2019-12-27 17:29:29.411006,Offline Payments/QRIS,Central Java,614023.0
2022-02-14 17:29:29.410983,Prepaid Pulsa,Central Java,642552.0
2019-09-28 17:29:29.411009,Postpaid Biller,Jabodetabek,537875.0
2023-03-11 17:29:29.410971,Prepaid Pulsa,West Java,944396.0
2021-08-18 17:29:29.410989,Send Money,Jabodetabek,229383.0
2022-03-16 17:29:29.410982,Prepaid Pulsa,Central Java,600092.0
2019-08-29 17:29:29.411010,Postpaid Biller,Jabodetabek,403578.0
2020-07-24 17:29:29.411000,Prepaid Pulsa,Central Java,425201.0
2019-06-30 17:29:29.411011,Postpaid Biller,East Java,86642.0
2021-12-16 17:29:29.410985,Send Money,East Java,404913.0
2019-11-27 17:29:29.411007,Prepaid Pulsa,West Java,857627.0
2020-02-25 17:29:29.411004,Send Money,Central Java,25203.0
2022-12-11 17:29:29.410974,Postpaid Biller,Central Java,319954.0
2019-05-31 17:29:29.411012,Prepaid Pulsa,West Java,945270.0
2019-01-01 17:29:29.411017,Prepaid Pulsa,Jabodetabek,441595.0
2021-12-16 17:29:29.410985,Send Money,East Java,459583.0
2020-08-23 17:29:29.410999,Offline Payments/QRIS,Central Java,27966.0
2019-07-30 17:29:29.411010,Prepaid Pulsa,Central Java,561922.0
2020-12-21 17:29:29.410996,Postpaid Biller,West Java,760802.0
2023-01-10 17:29:29.410973,Postpaid Biller,Jabodetabek,339222.0
2022-04-15 17:29:29.410981,Offline Payments/QRIS,West Java,415208.0
2018-11-02 17:29:29.411019,Send Money,Central Java,339412.0
2020-03-26 17:29:29.411004,Send Money,Jabodetabek,766559.0
2019-10-28 17:29:29.411008,Offline Payments/QRIS,West Java,500425.0
2020-10-22 17:29:29.410997,Postpaid Biller,Central Java,312254.0
2023-04-10 17:29:29.410970,Offline Payments/QRIS,West Java,181094.0
2020-02-25 17:29:29.411004,Prepaid Pulsa,East Java,852565.0
2023-05-10 17:29:29.410969,Prepaid Pulsa,West Java,270655.0
2021-03-21 17:29:29.410993,Postpaid Biller,Central Java,587301.0
2023-02-09 17:29:29.410972,Postpaid Biller,West Java,329250.0
2021-09-17 17:29:29.410987,Prepaid Pulsa,West Java,989050.0
2020-05-25 17:29:29.411002,Postpaid Biller,West Java,365248.0
2022-07-14 17:29:29.410979,Offline Payments/QRIS,East Java,425441.0
2022-04-15 17:29:29.410981,Prepaid Pulsa,Central Java,255459.0
2019-03-02 17:29:29.411015,Prepaid Pulsa,Central Java,722627.0
2021-04-20 17:29:29.410992,Postpaid Biller,Central Java,285877.0
2019-06-30 17:29:29.411011,Send Money,Central Java,944399.0
2020-01-26 17:29:29.411005,Send Money,Jabodetabek,372652.0
2020-12-21 17:29:29.410996,Postpaid Biller,East Java,63466.0
2023-02-09 17:29:29.410972,Postpaid Biller,West Java,83454.0
2022-03-16 17:29:29.410982,Postpaid Biller,Central Java,852132.0
2020-11-21 17:29:29.410997,Offline Payments/QRIS,West Java,938421.0
2022-06-14 17:29:29.410980,Send Money,West Java,820750.0
2022-06-14 17:29:29.410980,Postpaid Biller,Jabodetabek,36117.0
2020-10-22 17:29:29.410997,Offline Payments/QRIS,Central Java,949714.0
2021-12-16 17:29:29.410985,Postpaid Biller,Jabodetabek,761913.0
2022-04-15 17:29:29.410981,Postpaid Biller,Jabodetabek,165968.0
2019-06-30 17:29:29.411011,Prepaid Pulsa,West Java,36088.0
2020-08-23 17:29:29.410999,Postpaid Biller,Jabodetabek,727529.0
2022-11-11 17:29:29.410975,Prepaid Pulsa,Central Java,103408.0
2021-04-20 17:29:29.410992,Prepaid Pulsa,West Java,498035.0
2021-01-20 17:29:29.410995,Send Money,Central Java,741855.0
2023-05-10 17:29:29.410969,Offline Payments/QRIS,Central Java,715576.0
2019-04-01 17:29:29.411014,Prepaid Pulsa,Jabodetabek,101292.0
2021-09-17 17:29:29.410987,Offline Payments/QRIS,Central Java,574196.0
2020-12-21 17:29:29.410996,Send Money,West Java,868628.0
2023-03-11 17:29:29.410971,Prepaid Pulsa,Jabodetabek,610171.0
2021-09-17 17:29:29.410987,Send Money,West Java,310043.0
2019-07-30 17:29:29.411010,Postpaid Biller,Jabodetabek,957692.0
2021-01-20 17:29:29.410995,Prepaid Pulsa,Central Java,140552.0
2019-05-01 17:29:29.411013,Prepaid Pulsa,East Java,49937.0
2022-05-15 17:29:29.410980,Offline Payments/QRIS,Jabodetabek,94598.0
2021-05-20 17:29:29.410991,Prepaid Pulsa,East Java,785781.0
2019-10-28 17:29:29.411008,Send Money,Jabodetabek,617882.0
2019-01-01 17:29:29.411017,Prepaid Pulsa,East Java,37511.0
2021-02-19 17:29:29.410994,Offline Payments/QRIS,East Java,725100.0
2019-03-02 17:29:29.411015,Offline Payments/QRIS,Central Java,415911.0
2023-02-09 17:29:29.410972,Offline Payments/QRIS,Jabodetabek,585354.0
2020-05-25 17:29:29.411002,Send Money,Jabodetabek,149429.0
2021-04-20 17:29:29.410992,Send Money,West Java,282463.0
2020-11-21 17:29:29.410997,Send Money,West Java,954705.0
2023-01-10 17:29:29.410973,Send Money,West Java,123789.0
2019-04-01 17:29:29.411014,Send Money,West Java,721099.0
2019-01-01 17:29:29.411017,Postpaid Biller,West Java,362919.0
2019-04-01 17:29:29.411014,Offline Payments/QRIS,East Java,336798.0
2021-03-21 17:29:29.410993,Offline Payments/QRIS,West Java,504526.0
2021-06-19 17:29:29.410990,Prepaid Pulsa,Central Java,850417.0
2022-08-13 17:29:29.410978,Offline Payments/QRIS,East Java,419702.0
2018-12-02 17:29:29.411018,Offline Payments/QRIS,Central Java,233244.0
2021-01-20 17:29:29.410995,Prepaid Pulsa,East Java,689890.0
2020-06-24 17:29:29.411001,Offline Payments/QRIS,Central Java,299009.0
2022-06-14 17:29:29.410980,Send Money,East Java,292783.0
2019-01-31 17:29:29.411016,Offline Payments/QRIS,Central Java,854526.0
2023-07-09 17:29:29.410967,Offline Payments/QRIS,Jabodetabek,508517.0
2020-03-26 17:29:29.411004,Send Money,Central Java,711357.0
2022-11-11 17:29:29.410975,Offline Payments/QRIS,Central Java,257448.0
2019-04-01 17:29:29.411014,Send Money,Jabodetabek,417459.0
2019-11-27 17:29:29.411007,Prepaid Pulsa,East Java,98688.0
2019-01-01 17:29:29.411017,Send Money,East Java,660874.0
2023-09-07 17:29:29.410956,Offline Payments/QRIS,Central Java,674453.0
2020-05-25 17:29:29.411002,Postpaid Biller,Jabodetabek,342498.0
2020-02-25 17:29:29.411004,Send Money,West Java,475780.0
2022-11-11 17:29:29.410975,Prepaid Pulsa,Central Java,171754.0
2019-05-01 17:29:29.411013,Prepaid Pulsa,West Java,282173.0
2019-03-02 17:29:29.411015,Postpaid Biller,Jabodetabek,785952.0
2020-02-25 17:29:29.411004,Offline Payments/QRIS,Central Java,592799.0
2018-12-02 17:29:29.411018,Postpaid Biller,Jabodetabek,115869.0
2020-07-24 17:29:29.411000,Postpaid Biller,West Java,33153.0
2020-04-25 17:29:29.411003,Prepaid Pulsa,East Java,757074.0
2020-09-22 17:29:29.410998,Prepaid Pulsa,Jabodetabek,670585.0
2019-11-27 17:29:29.411007,Postpaid Biller,East Java,559607.0
2021-01-20 17:29:29.410995,Prepaid Pulsa,West Java,373503.0
2019-10-28 17:29:29.411008,Offline Payments/QRIS,Jabodetabek,604927.0
2021-08-18 17:29:29.410989,Postpaid Biller,Jabodetabek,881207.0
2021-07-19 17:29:29.410989,Postpaid Biller,Central Java,91498.0
2020-12-21 17:29:29.410996,Send Money,Central Java,582438.0
2020-02-25 17:29:29.411004,Postpaid Biller,Central Java,828951.0
2020-10-22 17:29:29.410997,Send Money,West Java,961451.0
2021-09-17 17:29:29.410987,Send Money,East Java,761992.0
2021-10-17 17:29:29.410986,Offline Payments/QRIS,West Java,933296.0
2021-07-19 17:29:29.410989,Postpaid Biller,East Java,481930.0
2023-08-08 17:29:29.410965,Prepaid Pulsa,Central Java,589982.0
2023-07-09 17:29:29.410967,Postpaid Biller,East Java,378054.0
2019-06-30 17:29:29.411011,Send Money,Central Java,679568.0
2023-02-09 17:29:29.410972,Postpaid Biller,Jabodetabek,876874.0
2018-12-02 17:29:29.411018,Offline Payments/QRIS,Central Java,537686.0
2020-10-22 17:29:29.410997,Prepaid Pulsa,Central Java,347968.0
2019-09-28 17:29:29.411009,Postpaid Biller,Central Java,293471.0
2019-05-31 17:29:29.411012,Postpaid Biller,East Java,428444.0
2020-09-22 17:29:29.410998,Offline Payments/QRIS,West Java,307026.0
2022-11-11 17:29:29.410975,Offline Payments/QRIS,Jabodetabek,778570.0
2020-04-25 17:29:29.411003,Postpaid Biller,East Java,696055.0
2021-12-16 17:29:29.410985,Offline Payments/QRIS,Central Java,955210.0
2021-06-19 17:29:29.410990,Send Money,Jabodetabek,143374.0
2019-05-01 17:29:29.411013,Postpaid Biller,East Java,679155.0
2022-10-12 17:29:29.410976,Prepaid Pulsa,East Java,642598.0
2023-07-09 17:29:29.410967,Postpaid Biller,East Java,782540.0
