purchase_id,customer_id,item,amount
795,229,Pulsa GiffGaff,16000.0
796,861,Pulsa GiffGaff,76000.0
797,25,Topup E-money,471000.0
798,147,Payment PDAM,298000.0
799,911,Payment PDAM,494000.0
800,162,Payment PLN,312000.0
801,282,Topup E-money,445000.0
802,725,Payment PDAM,71000.0
803,670,Topup E-money,8000.0
804,482,Topup E-money,437000.0
805,39,Pulsa GiffGaff,9000.0
806,921,Payment PDAM,393000.0
807,206,Payment PDAM,164000.0
808,325,Pulsa GiffGaff,410000.0
809,723,Payment PDAM,283000.0
810,482,Topup E-money,60000.0
811,576,Payment PDAM,298000.0
812,279,Topup E-money,445000.0
813,151,Pulsa GiffGaff,490000.0
814,252,Topup E-money,73000.0
815,770,Topup E-money,348000.0
816,74,Topup E-money,295000.0
817,394,Payment PLN,382000.0
818,538,Topup E-money,65000.0
819,569,Pulsa GiffGaff,181000.0
820,942,Pulsa GiffGaff,381000.0
821,999,Pulsa GiffGaff,413000.0
822,406,Pulsa GiffGaff,64000.0
823,969,Payment PLN,303000.0
824,783,Payment PLN,188000.0
825,440,Payment PLN,499000.0
826,510,Payment PLN,156000.0
827,877,Payment PLN,143000.0
828,726,Payment PDAM,355000.0
829,993,Payment PLN,347000.0
830,849,Payment PLN,34000.0
831,963,Pulsa GiffGaff,261000.0
832,567,Topup E-money,449000.0
833,257,Payment PDAM,309000.0
834,329,Payment PDAM,462000.0
835,998,Topup E-money,422000.0
836,334,Pulsa GiffGaff,266000.0
837,336,Pulsa GiffGaff,218000.0
838,684,Topup E-money,370000.0
839,591,Payment PDAM,323000.0
840,142,Payment PLN,175000.0
841,391,Payment PLN,251000.0
842,87,Topup E-money,239000.0
843,145,Pulsa GiffGaff,366000.0
844,117,Pulsa GiffGaff,315000.0
845,827,Payment PLN,233000.0
846,438,Topup E-money,176000.0
847,97,Topup E-money,475000.0
848,996,Payment PDAM,85000.0
849,471,Payment PLN,142000.0
850,830,Pulsa GiffGaff,180000.0
851,818,Payment PDAM,68000.0
852,925,Payment PDAM,462000.0
853,268,Payment PLN,494000.0
854,805,Pulsa GiffGaff,28000.0
855,478,Payment PLN,78000.0
856,442,Payment PLN,184000.0
857,848,Payment PLN,60000.0
858,203,Payment PLN,109000.0
859,334,Topup E-money,427000.0
860,333,Pulsa GiffGaff,164000.0
861,225,Payment PDAM,321000.0
862,805,Pulsa GiffGaff,159000.0
863,534,Topup E-money,286000.0
864,102,Payment PLN,206000.0
865,631,Topup E-money,58000.0
866,295,Payment PDAM,461000.0
867,56,Pulsa GiffGaff,181000.0
868,151,Payment PLN,224000.0
869,830,Payment PDAM,107000.0
870,274,Payment PDAM,372000.0
871,941,Pulsa GiffGaff,186000.0
872,255,Topup E-money,485000.0
873,458,Topup E-money,218000.0
874,860,Payment PLN,77000.0
875,528,Payment PLN,438000.0
876,813,Payment PDAM,278000.0
877,342,Topup E-money,393000.0
878,973,Payment PDAM,337000.0
879,476,Pulsa GiffGaff,22000.0
880,310,Pulsa GiffGaff,256000.0
881,584,Topup E-money,86000.0
882,228,Payment PLN,142000.0
883,571,Topup E-money,315000.0
884,405,Payment PDAM,491000.0
885,660,Payment PLN,177000.0
886,858,Payment PLN,472000.0
887,356,Pulsa GiffGaff,259000.0
888,493,Pulsa GiffGaff,88000.0
889,928,Pulsa GiffGaff,247000.0
890,426,Payment PDAM,145000.0
891,96,Payment PDAM,254000.0
892,832,Payment PLN,201000.0
893,795,Payment PDAM,18000.0
894,625,Pulsa GiffGaff,211000.0
895,121,Topup E-money,86000.0
896,536,Pulsa GiffGaff,319000.0
897,107,Topup E-money,381000.0
898,860,Payment PDAM,317000.0
899,931,Payment PDAM,304000.0
900,24,Payment PDAM,369000.0
901,522,Payment PDAM,357000.0
902,716,Pulsa GiffGaff,252000.0
903,585,Payment PDAM,189000.0
904,742,Pulsa GiffGaff,396000.0
905,13,Payment PLN,420000.0
906,14,Pulsa GiffGaff,2000.0
907,63,Payment PLN,170000.0
908,72,Payment PDAM,93000.0
909,290,Topup E-money,346000.0
910,75,Payment PLN,286000.0
911,411,Topup E-money,282000.0
912,366,Payment PDAM,82000.0
913,59,Payment PDAM,104000.0
914,471,Payment PDAM,220000.0
915,380,Pulsa GiffGaff,221000.0
916,770,Payment PDAM,35000.0
917,5,Topup E-money,33000.0
918,112,Payment PLN,283000.0
919,672,Topup E-money,497000.0
920,258,Payment PDAM,307000.0
921,653,Topup E-money,304000.0
922,197,Payment PLN,404000.0
923,953,Pulsa GiffGaff,47000.0
924,766,Pulsa GiffGaff,268000.0
925,124,Payment PDAM,269000.0
926,681,Pulsa GiffGaff,320000.0
927,965,Pulsa GiffGaff,482000.0
928,699,Topup E-money,329000.0
929,254,Topup E-money,386000.0
930,738,Pulsa GiffGaff,182000.0
931,475,Topup E-money,316000.0
932,402,Topup E-money,15000.0
933,156,Topup E-money,144000.0
934,984,Payment PLN,267000.0
935,86,Payment PDAM,109000.0
936,517,Payment PDAM,123000.0
937,244,Payment PLN,489000.0
938,327,Payment PLN,438000.0
939,830,Pulsa GiffGaff,185000.0
940,944,Pulsa GiffGaff,277000.0
941,145,Payment PLN,376000.0
942,398,Topup E-money,109000.0
943,483,Payment PLN,354000.0
944,756,Pulsa GiffGaff,248000.0
945,160,Topup E-money,112000.0
946,115,Topup E-money,78000.0
947,276,Payment PLN,365000.0
948,578,Topup E-money,356000.0
949,648,Topup E-money,381000.0
950,499,Topup E-money,257000.0
951,65,Pulsa GiffGaff,348000.0
952,848,Payment PDAM,89000.0
953,932,Payment PLN,107000.0
954,326,Pulsa GiffGaff,260000.0
955,353,Payment PDAM,65000.0
956,141,Payment PLN,412000.0
957,521,Payment PLN,403000.0
958,425,Topup E-money,215000.0
959,376,Topup E-money,467000.0
960,150,Topup E-money,390000.0
961,493,Payment PLN,250000.0
962,263,Pulsa GiffGaff,450000.0
963,384,Pulsa GiffGaff,320000.0
964,921,Payment PLN,103000.0
965,240,Payment PDAM,437000.0
966,325,Payment PLN,58000.0
967,747,Pulsa GiffGaff,389000.0
968,521,Topup E-money,397000.0
969,756,Topup E-money,196000.0
970,442,Payment PLN,159000.0
971,101,Payment PDAM,101000.0
972,506,Payment PDAM,220000.0
973,356,Topup E-money,402000.0
974,331,Topup E-money,212000.0
975,704,Payment PDAM,434000.0
976,372,Pulsa GiffGaff,468000.0
977,337,Payment PLN,130000.0
978,961,Payment PDAM,496000.0
979,630,Topup E-money,208000.0
980,396,Pulsa GiffGaff,84000.0
981,822,Topup E-money,223000.0
982,983,Payment PDAM,22000.0
983,940,Payment PLN,90000.0
984,522,Topup E-money,364000.0
985,676,Pulsa GiffGaff,91000.0
986,540,Topup E-money,490000.0
987,675,Payment PDAM,125000.0
988,981,Payment PDAM,434000.0
989,816,Topup E-money,101000.0
990,710,Payment PDAM,352000.0
991,878,Topup E-money,384000.0
992,782,Payment PDAM,297000.0
993,295,Pulsa GiffGaff,447000.0
994,997,Pulsa GiffGaff,165000.0
995,965,Payment PDAM,108000.0
996,56,Topup E-money,124000.0
997,396,Payment PDAM,229000.0
998,116,Topup E-money,225000.0
999,937,Payment PDAM,456000.0
1000,523,Pulsa GiffGaff,150000.0
1001,655,Topup E-money,470000.0
1002,993,Payment PLN,434000.0
1003,957,Pulsa GiffGaff,423000.0
1004,686,Topup E-money,435000.0
1005,175,Payment PLN,432000.0
1006,480,Payment PLN,61000.0
1007,952,Pulsa GiffGaff,47000.0
1008,69,Payment PDAM,154000.0
1009,564,Payment PLN,494000.0
1010,446,Payment PLN,20000.0
1011,868,Payment PLN,345000.0
1012,230,Topup E-money,241000.0
1013,432,Payment PLN,244000.0
1014,952,Payment PDAM,130000.0
1015,406,Payment PLN,440000.0
1016,428,Payment PDAM,130000.0
1017,310,Topup E-money,434000.0
1018,206,Payment PDAM,361000.0
1019,574,Pulsa GiffGaff,329000.0
1020,722,Payment PDAM,429000.0
1021,211,Pulsa GiffGaff,22000.0
1022,802,Pulsa GiffGaff,72000.0
1023,826,Topup E-money,381000.0
1024,577,Payment PLN,258000.0
1025,721,Payment PDAM,413000.0
1026,63,Topup E-money,93000.0
1027,387,Topup E-money,338000.0
1028,250,Pulsa GiffGaff,227000.0
1029,371,Pulsa GiffGaff,19000.0
1030,349,Payment PDAM,168000.0
1031,456,Pulsa GiffGaff,377000.0
1032,393,Payment PDAM,383000.0
1033,687,Payment PDAM,179000.0
1034,948,Payment PDAM,324000.0
1035,616,Pulsa GiffGaff,139000.0
1036,759,Topup E-money,240000.0
1037,790,Topup E-money,410000.0
1038,206,Topup E-money,61000.0
1039,798,Payment PDAM,22000.0
1040,769,Payment PLN,328000.0
1041,642,Payment PLN,400000.0
1042,789,Topup E-money,490000.0
1043,909,Topup E-money,488000.0
1044,665,Pulsa GiffGaff,80000.0
1045,269,Pulsa GiffGaff,48000.0
1046,44,Pulsa GiffGaff,455000.0
1047,908,Payment PDAM,347000.0
1048,52,Payment PLN,184000.0
1049,432,Payment PDAM,466000.0
1050,492,Payment PLN,473000.0
1051,838,Payment PLN,317000.0
1052,122,Payment PLN,180000.0
1053,619,Pulsa GiffGaff,105000.0
1054,64,Payment PDAM,300000.0
1055,628,Pulsa GiffGaff,387000.0
1056,379,Topup E-money,434000.0
1057,878,Payment PDAM,174000.0
1058,157,Payment PLN,480000.0
1059,802,Payment PDAM,11000.0
1060,222,Payment PLN,417000.0
1061,468,Topup E-money,459000.0
1062,593,Payment PLN,183000.0
1063,376,Payment PLN,304000.0
1064,776,Payment PDAM,225000.0
1065,194,Pulsa GiffGaff,110000.0
1066,322,Pulsa GiffGaff,355000.0
1067,423,Pulsa GiffGaff,484000.0
1068,250,Payment PLN,37000.0
1069,782,Pulsa GiffGaff,311000.0
1070,581,Payment PLN,208000.0
1071,694,Payment PLN,299000.0
1072,683,Pulsa GiffGaff,350000.0
1073,32,Payment PLN,392000.0
1074,226,Topup E-money,208000.0
1075,370,Payment PLN,52000.0
1076,311,Payment PDAM,486000.0
1077,305,Payment PDAM,80000.0
1078,745,Payment PLN,102000.0
1079,809,Pulsa GiffGaff,39000.0
1080,153,Pulsa GiffGaff,320000.0
1081,664,Pulsa GiffGaff,274000.0
1082,526,Payment PDAM,83000.0
1083,137,Topup E-money,496000.0
1084,22,Payment PDAM,140000.0
1085,460,Topup E-money,66000.0
1086,20,Payment PLN,34000.0
1087,622,Payment PDAM,174000.0
1088,166,Payment PLN,420000.0
1089,138,Payment PDAM,362000.0
1090,532,Topup E-money,3000.0
1091,134,Topup E-money,196000.0
1092,463,Topup E-money,189000.0
1093,954,Payment PDAM,333000.0
1094,723,Payment PDAM,80000.0
1095,48,Topup E-money,402000.0
1096,405,Pulsa GiffGaff,212000.0
1097,436,Topup E-money,226000.0
1098,541,Pulsa GiffGaff,309000.0
1099,305,Pulsa GiffGaff,415000.0
1100,243,Payment PLN,4000.0
1101,852,Pulsa GiffGaff,425000.0
1102,331,Topup E-money,227000.0
1103,529,Payment PDAM,154000.0
1104,510,Payment PLN,325000.0
1105,604,Payment PLN,327000.0
1106,345,Payment PDAM,285000.0
1107,940,Payment PDAM,324000.0
1108,361,Topup E-money,349000.0
1109,809,Payment PDAM,352000.0
1110,776,Pulsa GiffGaff,318000.0
1111,124,Pulsa GiffGaff,25000.0
1112,771,Payment PLN,334000.0
1113,824,Topup E-money,45000.0
1114,860,Pulsa GiffGaff,457000.0
1115,668,Payment PDAM,290000.0
1116,340,Payment PLN,303000.0
1117,160,Payment PDAM,91000.0
1118,531,Pulsa GiffGaff,333000.0
1119,891,Payment PLN,280000.0
1120,487,Payment PLN,206000.0
1121,920,Payment PDAM,416000.0
1122,694,Payment PDAM,69000.0
1123,818,Payment PDAM,425000.0
1124,357,Payment PDAM,65000.0
1125,271,Payment PLN,266000.0
1126,159,Payment PLN,272000.0
1127,83,Topup E-money,163000.0
1128,166,Pulsa GiffGaff,261000.0
1129,314,Payment PDAM,212000.0
1130,770,Payment PDAM,136000.0
1131,798,Topup E-money,197000.0
1132,557,Topup E-money,81000.0
1133,690,Topup E-money,334000.0
1134,77,Payment PLN,97000.0
1135,401,Payment PLN,393000.0
1136,650,Payment PLN,79000.0
1137,256,Payment PLN,259000.0
1138,526,Pulsa GiffGaff,373000.0
1139,548,Payment PDAM,235000.0
1140,756,Topup E-money,55000.0
1141,401,Payment PDAM,231000.0
1142,796,Payment PLN,48000.0
1143,759,Pulsa GiffGaff,82000.0
1144,896,Payment PLN,349000.0
1145,709,Payment PDAM,431000.0
1146,142,Pulsa GiffGaff,58000.0
1147,841,Topup E-money,291000.0
1148,577,Pulsa GiffGaff,36000.0
1149,360,Topup E-money,130000.0
1150,48,Topup E-money,484000.0
1151,744,Pulsa GiffGaff,435000.0
1152,987,Payment PLN,26000.0
1153,853,Topup E-money,394000.0
1154,834,Topup E-money,73000.0
1155,169,Payment PLN,223000.0
1156,151,Pulsa GiffGaff,373000.0
1157,103,Pulsa GiffGaff,259000.0
1158,97,Payment PDAM,352000.0
1159,671,Topup E-money,64000.0
1160,189,Payment PLN,312000.0
1161,564,Payment PDAM,230000.0
1162,756,Topup E-money,124000.0
1163,805,Payment PDAM,448000.0
1164,226,Payment PLN,136000.0
1165,682,Payment PLN,91000.0
1166,712,Pulsa GiffGaff,292000.0
1167,952,Payment PDAM,154000.0
1168,824,Payment PDAM,257000.0
1169,713,Payment PLN,98000.0
1170,570,Pulsa GiffGaff,414000.0
1171,839,Topup E-money,407000.0
1172,410,Payment PDAM,72000.0
1173,82,Pulsa GiffGaff,147000.0
1174,175,Topup E-money,32000.0
1175,304,Payment PLN,391000.0
1176,416,Topup E-money,355000.0
1177,597,Payment PDAM,161000.0
1178,224,Pulsa GiffGaff,63000.0
1179,308,Topup E-money,449000.0
1180,43,Payment PDAM,349000.0
1181,467,Topup E-money,440000.0
1182,374,Pulsa GiffGaff,231000.0
1183,569,Pulsa GiffGaff,461000.0
1184,947,Payment PLN,401000.0
1185,988,Payment PDAM,311000.0
1186,890,Pulsa GiffGaff,394000.0
1187,24,Payment PDAM,344000.0
1188,868,Payment PLN,147000.0
1189,927,Payment PDAM,384000.0
1190,856,Topup E-money,228000.0
1191,988,Topup E-money,267000.0
1192,742,Payment PDAM,109000.0
1193,79,Payment PLN,481000.0
1194,504,Payment PDAM,182000.0
1195,944,Pulsa GiffGaff,476000.0
1196,671,Payment PDAM,150000.0
1197,121,Payment PLN,207000.0
1198,283,Pulsa GiffGaff,251000.0
1199,22,Pulsa GiffGaff,16000.0
1200,595,Topup E-money,168000.0
1201,850,Pulsa GiffGaff,344000.0
1202,562,Topup E-money,428000.0
1203,372,Topup E-money,497000.0
1204,148,Payment PDAM,41000.0
1205,460,Payment PDAM,500000.0
1206,532,Payment PDAM,224000.0
1207,2,Topup E-money,133000.0
1208,834,Pulsa GiffGaff,359000.0
1209,804,Topup E-money,11000.0
1210,925,Topup E-money,408000.0
1211,374,Payment PLN,400000.0
1212,826,Payment PDAM,409000.0
1213,537,Pulsa GiffGaff,141000.0
1214,354,Pulsa GiffGaff,408000.0
1215,288,Payment PLN,25000.0
1216,831,Payment PDAM,129000.0
1217,610,Topup E-money,296000.0
1218,814,Payment PLN,300000.0
1219,537,Topup E-money,482000.0
1220,531,Topup E-money,489000.0
1221,690,Topup E-money,207000.0
1222,774,Topup E-money,70000.0
1223,70,Payment PLN,217000.0
1224,156,Payment PLN,11000.0
1225,356,Topup E-money,164000.0
1226,941,Payment PLN,112000.0
1227,43,Pulsa GiffGaff,414000.0
1228,749,Pulsa GiffGaff,457000.0
1229,434,Topup E-money,416000.0
1230,292,Payment PLN,369000.0
1231,931,Topup E-money,281000.0
1232,107,Topup E-money,374000.0
1233,720,Topup E-money,143000.0
1234,506,Topup E-money,295000.0
1235,767,Payment PLN,429000.0
1236,588,Topup E-money,303000.0
1237,651,Payment PLN,77000.0
1238,731,Payment PLN,121000.0
1239,532,Payment PDAM,259000.0
1240,253,Pulsa GiffGaff,270000.0
1241,529,Payment PLN,222000.0
1242,820,Topup E-money,411000.0
1243,895,Payment PDAM,59000.0
1244,325,Topup E-money,233000.0
1245,452,Payment PLN,57000.0
1246,96,Payment PLN,136000.0
1247,488,Payment PLN,241000.0
1248,49,Payment PLN,70000.0
1249,137,Pulsa GiffGaff,45000.0
1250,398,Pulsa GiffGaff,43000.0
1251,93,Pulsa GiffGaff,321000.0
1252,897,Pulsa GiffGaff,49000.0
1253,839,Payment PLN,481000.0
1254,690,Payment PDAM,165000.0
1255,385,Payment PLN,244000.0
1256,994,Topup E-money,470000.0
1257,400,Payment PDAM,447000.0
1258,348,Payment PDAM,68000.0
1259,924,Payment PDAM,13000.0
1260,38,Payment PDAM,380000.0
1261,226,Topup E-money,51000.0
1262,982,Topup E-money,413000.0
1263,796,Pulsa GiffGaff,10000.0
1264,105,Topup E-money,351000.0
1265,223,Pulsa GiffGaff,75000.0
1266,594,Topup E-money,69000.0
1267,529,Payment PDAM,430000.0
1268,999,Payment PDAM,10000.0
1269,22,Pulsa GiffGaff,218000.0
1270,531,Payment PLN,67000.0
1271,599,Pulsa GiffGaff,342000.0
1272,568,Pulsa GiffGaff,391000.0
1273,309,Payment PDAM,62000.0
1274,695,Pulsa GiffGaff,484000.0
1275,723,Topup E-money,378000.0
1276,59,Pulsa GiffGaff,416000.0
1277,264,Payment PLN,266000.0
1278,70,Topup E-money,429000.0
1279,872,Topup E-money,212000.0
1280,727,Payment PDAM,62000.0
1281,114,Payment PLN,201000.0
1282,733,Pulsa GiffGaff,122000.0
1283,812,Topup E-money,28000.0
1284,261,Pulsa GiffGaff,204000.0
1285,128,Topup E-money,102000.0
1286,611,Payment PLN,143000.0
1287,666,Pulsa GiffGaff,56000.0
1288,364,Topup E-money,367000.0
1289,874,Payment PDAM,4000.0
1290,526,Payment PDAM,207000.0
1291,838,Payment PDAM,332000.0
1292,464,Payment PLN,222000.0
1293,141,Topup E-money,193000.0
1294,979,Topup E-money,171000.0
1295,265,Topup E-money,403000.0
1296,941,Topup E-money,127000.0
1297,218,Topup E-money,31000.0
1298,571,Payment PDAM,83000.0
1299,295,Payment PLN,440000.0
1300,136,Payment PDAM,419000.0
1301,579,Pulsa GiffGaff,240000.0
1302,648,Topup E-money,125000.0
1303,207,Payment PDAM,38000.0
1304,533,Topup E-money,196000.0
1305,228,Payment PLN,304000.0
1306,28,Payment PLN,446000.0
1307,530,Payment PLN,495000.0
1308,418,Pulsa GiffGaff,63000.0
1309,778,Topup E-money,338000.0
1310,76,Topup E-money,18000.0
1311,262,Topup E-money,49000.0
1312,115,Payment PLN,294000.0
1313,75,Topup E-money,414000.0
1314,510,Topup E-money,239000.0
1315,997,Pulsa GiffGaff,303000.0
1316,19,Payment PLN,89000.0
1317,748,Payment PLN,357000.0
1318,560,Payment PDAM,232000.0
1319,194,Payment PLN,62000.0
1320,328,Topup E-money,270000.0
1321,975,Payment PDAM,194000.0
1322,257,Payment PLN,457000.0
1323,35,Pulsa GiffGaff,329000.0
1324,726,Payment PLN,80000.0
1325,502,Payment PDAM,188000.0
1326,432,Pulsa GiffGaff,101000.0
1327,455,Topup E-money,466000.0
1328,663,Payment PLN,199000.0
1329,308,Topup E-money,351000.0
1330,847,Topup E-money,125000.0
1331,668,Topup E-money,119000.0
1332,34,Payment PLN,381000.0
1333,361,Topup E-money,109000.0
1334,14,Topup E-money,82000.0
1335,747,Topup E-money,362000.0
1336,382,Payment PDAM,356000.0
1337,57,Pulsa GiffGaff,281000.0
1338,674,Payment PLN,363000.0
1339,241,Topup E-money,440000.0
1340,814,Topup E-money,225000.0
1341,321,Payment PDAM,201000.0
1342,56,Payment PLN,190000.0
1343,965,Payment PDAM,137000.0
1344,908,Pulsa GiffGaff,250000.0
1345,123,Payment PLN,77000.0
1346,826,Payment PLN,174000.0
1347,632,Payment PLN,329000.0
1348,768,Payment PLN,348000.0
1349,947,Topup E-money,385000.0
1350,587,Topup E-money,143000.0
1351,464,Topup E-money,14000.0
1352,205,Topup E-money,486000.0
1353,248,Payment PLN,470000.0
1354,756,Payment PLN,294000.0
1355,312,Topup E-money,13000.0
1356,974,Payment PLN,360000.0
1357,528,Pulsa GiffGaff,435000.0
1358,964,Payment PLN,218000.0
1359,639,Payment PDAM,137000.0
1360,633,Payment PLN,434000.0
1361,797,Payment PLN,452000.0
1362,774,Payment PDAM,84000.0
1363,310,Topup E-money,206000.0
1364,703,Topup E-money,306000.0
1365,118,Payment PLN,262000.0
1366,917,Payment PLN,435000.0
1367,576,Pulsa GiffGaff,498000.0
1368,831,Payment PDAM,78000.0
1369,426,Topup E-money,12000.0
1370,413,Payment PDAM,64000.0
1371,448,Pulsa GiffGaff,183000.0
1372,432,Topup E-money,364000.0
1373,323,Payment PLN,101000.0
1374,291,Pulsa GiffGaff,400000.0
1375,248,Payment PDAM,34000.0
1376,424,Payment PLN,385000.0
1377,266,Payment PDAM,248000.0
1378,844,Topup E-money,67000.0
1379,352,Payment PDAM,137000.0
1380,866,Payment PLN,66000.0
1381,756,Payment PDAM,311000.0
1382,933,Payment PLN,371000.0
1383,998,Topup E-money,287000.0
1384,49,Payment PDAM,484000.0
1385,816,Pulsa GiffGaff,298000.0
1386,794,Payment PDAM,21000.0
1387,207,Pulsa GiffGaff,366000.0
1388,342,Pulsa GiffGaff,230000.0
1389,561,Payment PDAM,292000.0
1390,389,Payment PDAM,69000.0
1391,772,Payment PDAM,55000.0
1392,669,Payment PDAM,186000.0
1393,843,Payment PLN,396000.0
1394,963,Payment PLN,64000.0
1395,723,Payment PLN,373000.0
1396,559,Topup E-money,112000.0
1397,194,Pulsa GiffGaff,392000.0
1398,971,Pulsa GiffGaff,206000.0
1399,717,Payment PLN,323000.0
1400,200,Payment PLN,44000.0
1401,368,Payment PLN,44000.0
1402,930,Pulsa GiffGaff,339000.0
1403,616,Payment PLN,466000.0
1404,162,Pulsa GiffGaff,95000.0
1405,629,Topup E-money,391000.0
1406,839,Topup E-money,20000.0
1407,997,Pulsa GiffGaff,476000.0
1408,383,Payment PLN,191000.0
1409,464,Pulsa GiffGaff,180000.0
1410,321,Payment PLN,260000.0
1411,920,Payment PDAM,279000.0
1412,290,Topup E-money,498000.0
1413,389,Pulsa GiffGaff,482000.0
1414,78,Pulsa GiffGaff,287000.0
1415,392,Payment PDAM,244000.0
1416,646,Pulsa GiffGaff,487000.0
1417,52,Topup E-money,319000.0
1418,882,Payment PDAM,36000.0
1419,439,Payment PLN,157000.0
1420,80,Payment PDAM,8000.0
1421,858,Topup E-money,119000.0
1422,167,Pulsa GiffGaff,32000.0
1423,424,Topup E-money,196000.0
1424,568,Pulsa GiffGaff,83000.0
1425,699,Payment PDAM,63000.0
1426,441,Payment PDAM,298000.0
1427,280,Payment PLN,73000.0
1428,294,Pulsa GiffGaff,9000.0
1429,407,Payment PLN,3000.0
1430,430,Topup E-money,387000.0
1431,850,Pulsa GiffGaff,167000.0
1432,475,Payment PLN,289000.0
1433,583,Payment PDAM,347000.0
1434,981,Topup E-money,479000.0
1435,526,Topup E-money,221000.0
1436,451,Payment PLN,139000.0
1437,612,Payment PLN,415000.0
1438,695,Pulsa GiffGaff,483000.0
1439,223,Payment PDAM,211000.0
1440,182,Topup E-money,403000.0
1441,706,Payment PDAM,404000.0
1442,589,Payment PDAM,324000.0
1443,580,Pulsa GiffGaff,7000.0
1444,468,Payment PLN,425000.0
1445,347,Payment PLN,411000.0
1446,141,Topup E-money,358000.0
1447,6,Pulsa GiffGaff,13000.0
1448,580,Payment PLN,189000.0
1449,478,Topup E-money,331000.0
1450,9,Pulsa GiffGaff,397000.0
1451,36,Payment PDAM,373000.0
1452,455,Payment PLN,24000.0
1453,938,Payment PDAM,421000.0
1454,520,Payment PDAM,393000.0
1455,312,Pulsa GiffGaff,232000.0
1456,670,Topup E-money,392000.0
1457,346,Topup E-money,450000.0
1458,396,Payment PLN,300000.0
1459,146,Topup E-money,264000.0
1460,397,Pulsa GiffGaff,106000.0
1461,806,Topup E-money,376000.0
1462,216,Payment PLN,327000.0
1463,495,Payment PDAM,15000.0
1464,973,Payment PDAM,121000.0
1465,531,Payment PDAM,449000.0
1466,400,Pulsa GiffGaff,285000.0
1467,529,Payment PDAM,17000.0
1468,767,Pulsa GiffGaff,439000.0
1469,708,Topup E-money,54000.0
1470,207,Payment PLN,296000.0
1471,603,Topup E-money,57000.0
1472,11,Payment PDAM,285000.0
1473,764,Topup E-money,458000.0
1474,326,Pulsa GiffGaff,463000.0
1475,392,Pulsa GiffGaff,62000.0
1476,934,Pulsa GiffGaff,258000.0
1477,838,Topup E-money,269000.0
1478,960,Pulsa GiffGaff,180000.0
1479,247,Pulsa GiffGaff,474000.0
1480,707,Topup E-money,295000.0
1481,264,Topup E-money,220000.0
1482,891,Payment PDAM,125000.0
1483,193,Pulsa GiffGaff,285000.0
1484,477,Topup E-money,160000.0
1485,754,Payment PLN,493000.0
1486,334,Payment PLN,144000.0
1487,880,Payment PDAM,265000.0
1488,280,Payment PDAM,185000.0
1489,444,Payment PDAM,320000.0
1490,918,Pulsa GiffGaff,492000.0
1491,63,Payment PLN,372000.0
1492,771,Topup E-money,280000.0
1493,138,Pulsa GiffGaff,474000.0
1494,391,Payment PDAM,134000.0
1495,603,Pulsa GiffGaff,476000.0
1496,582,Payment PDAM,104000.0
1497,969,Topup E-money,265000.0
1498,24,Topup E-money,154000.0
1499,808,Payment PDAM,375000.0
1500,271,Pulsa GiffGaff,63000.0
1501,521,Payment PLN,140000.0
1502,65,Topup E-money,455000.0
1503,157,Topup E-money,37000.0
1504,700,Topup E-money,28000.0
1505,624,Payment PDAM,138000.0
1506,810,Pulsa GiffGaff,339000.0
1507,128,Topup E-money,371000.0
1508,531,Pulsa GiffGaff,28000.0
1509,409,Topup E-money,192000.0
1510,922,Topup E-money,425000.0
1511,465,Payment PLN,381000.0
1512,795,Payment PLN,483000.0
1513,730,Payment PDAM,111000.0
1514,835,Topup E-money,457000.0
1515,306,Pulsa GiffGaff,90000.0
1516,716,Payment PDAM,316000.0
1517,855,Payment PDAM,329000.0
1518,833,Payment PDAM,440000.0
1519,80,Payment PDAM,153000.0
1520,879,Payment PLN,14000.0
1521,964,Topup E-money,366000.0
1522,91,Pulsa GiffGaff,318000.0
1523,425,Topup E-money,111000.0
1524,865,Payment PLN,160000.0
1525,222,Payment PDAM,243000.0
1526,149,Pulsa GiffGaff,73000.0
1527,401,Payment PDAM,74000.0
1528,200,Topup E-money,127000.0
1529,738,Pulsa GiffGaff,239000.0
1530,261,Payment PLN,463000.0
1531,535,Topup E-money,231000.0
1532,401,Payment PLN,375000.0
1533,909,Payment PLN,118000.0
1534,427,Topup E-money,59000.0
1535,591,Pulsa GiffGaff,438000.0
1536,487,Pulsa GiffGaff,146000.0
1537,272,Pulsa GiffGaff,172000.0
1538,18,Payment PLN,82000.0
1539,844,Pulsa GiffGaff,117000.0
1540,893,Payment PDAM,134000.0
1541,150,Pulsa GiffGaff,330000.0
1542,409,Pulsa GiffGaff,121000.0
1543,329,Payment PLN,77000.0
1544,695,Pulsa GiffGaff,2000.0
1545,412,Payment PLN,86000.0
1546,340,Topup E-money,80000.0
1547,601,Payment PDAM,223000.0
1548,401,Topup E-money,141000.0
1549,605,Payment PLN,118000.0
1550,684,Payment PLN,142000.0
1551,873,Pulsa GiffGaff,412000.0
1552,294,Topup E-money,222000.0
1553,351,Payment PLN,357000.0
1554,641,Topup E-money,70000.0
1555,209,Payment PLN,440000.0
1556,496,Payment PDAM,496000.0
1557,126,Payment PLN,464000.0
1558,622,Payment PDAM,378000.0
1559,691,Payment PLN,390000.0
1560,282,Pulsa GiffGaff,484000.0
1561,466,Pulsa GiffGaff,278000.0
1562,159,Pulsa GiffGaff,245000.0
1563,279,Pulsa GiffGaff,171000.0
1564,446,Topup E-money,47000.0
